DAT_MED;HR_MED;TEM_INS;UMD_INS;VEN_VEL
2012-01-27;2000;25.2;87.0;1.5
2012-01-27;2100;26.6;82.0;0.1
2012-01-27;2200;26.2;84.0;0.0
2012-01-27;2300;25.7;88.0;0.0
2012-01-28;0;25.4;90.0;0.0
2012-01-28;100;25.8;85.0;0.2
2012-01-28;200;25.3;85.0;1.0
2012-01-28;300;25.0;86.0;1.0
2012-01-28;400;24.3;89.0;0.0
2012-01-28;500;24.0;91.0;0.3
2012-01-28;600;23.6;92.0;0.0
2012-01-28;700;23.6;92.0;0.0
2012-01-28;800;23.3;93.0;0.0
2012-01-28;900;23.7;93.0;0.3
2012-01-28;1000;24.0;93.0;0.2
2012-01-28;1100;26.4;89.0;0.6
2012-01-28;1200;27.8;81.0;1.2
2012-01-28;1300;29.8;69.0;1.8
2012-01-28;1400;31.3;62.0;1.8
2012-01-28;1500;32.5;57.0;1.3
2012-01-28;1600;32.0;55.0;1.7
2012-01-28;1700;32.6;55.0;1.5
2012-01-28;1800;31.8;62.0;2.2
2012-01-28;1900;29.9;67.0;2.5
2012-01-28;2100;24.4;86.0;1.1
2012-01-28;2200;25.2;89.0;0.2
2012-01-28;2300;25.9;88.0;1.5
2012-01-29;0;26.2;85.0;1.1
2012-01-29;100;25.9;84.0;0.5
2012-01-29;200;25.6;85.0;0.4
2012-01-29;300;25.5;86.0;0.4
2012-01-29;400;25.3;86.0;0.2
2012-01-29;500;24.9;88.0;0.3
2012-01-29;600;24.5;89.0;0.1
2012-01-29;700;24.5;90.0;1.0
2012-01-29;800;24.3;90.0;0.5
2012-01-29;900;24.0;91.0;0.0
2012-01-29;1000;24.2;92.0;0.6
2012-01-29;1100;26.4;85.0;0.8
2012-01-29;1200;28.5;78.0;1.1
2012-01-29;1300;30.0;70.0;1.9
2012-01-29;1400;30.8;63.0;1.6
2012-01-29;1500;30.5;62.0;1.8
2012-01-29;1600;30.7;62.0;1.4
2012-01-29;1700;27.5;76.0;1.5
2012-01-29;1800;29.1;70.0;1.5
2012-01-29;1900;31.0;61.0;1.7
2012-01-29;2000;30.5;61.0;1.2
2012-01-29;2100;29.1;63.0;1.0
2012-01-29;2200;28.3;68.0;1.0
2012-01-29;2300;27.4;72.0;1.6
2012-01-30;0;26.6;76.0;1.5
2012-01-30;100;26.4;78.0;1.1
2012-01-30;200;25.8;80.0;1.1
2012-01-30;300;25.2;83.0;0.7
2012-01-30;400;24.8;85.0;0.4
2012-01-30;500;24.4;87.0;0.3
2012-01-30;600;24.4;88.0;1.1
2012-01-30;700;24.1;89.0;0.5
2012-01-30;800;23.8;91.0;0.2
2012-01-30;900;23.7;91.0;0.5
2012-01-30;1000;24.1;91.0;1.8
2012-01-30;1100;25.0;90.0;1.5
2012-01-30;1200;27.1;83.0;1.2
2012-01-30;1300;29.5;72.0;1.2
2012-01-30;1400;30.0;63.0;2.2
2012-01-30;1500;31.6;58.0;1.4
2012-01-30;1600;32.1;53.0;1.6
2012-01-30;1700;33.5;51.0;1.1
2012-01-30;1800;32.7;61.0;2.1
2012-01-30;1900;31.4;63.0;1.7
2012-01-30;2000;30.3;65.0;0.6
2012-01-30;2100;30.0;60.0;1.4
2012-01-30;2200;28.8;64.0;1.9
2012-01-30;2300;27.8;69.0;1.5
2012-01-31;0;26.9;72.0;0.7
2012-01-31;100;26.3;76.0;0.9
2012-01-31;200;25.9;79.0;0.8
2012-01-31;300;25.5;81.0;0.7
2012-01-31;400;24.8;84.0;0.4
2012-01-31;500;24.6;85.0;0.5
2012-01-31;600;23.8;88.0;0.1
2012-01-31;700;23.4;90.0;0.0
2012-01-31;800;23.2;91.0;0.0
2012-01-31;900;23.1;92.0;0.0
2012-01-31;1000;23.6;92.0;0.0
2012-01-31;1100;25.7;88.0;0.4
2012-01-31;1200;27.9;80.0;1.1
2012-01-31;1300;28.8;71.0;1.5
2012-01-31;1400;30.6;61.0;1.6
2012-01-31;1500;32.1;56.0;1.4
2012-01-31;1600;32.5;52.0;1.1
2012-01-31;1700;32.5;51.0;1.9
2012-01-31;1800;29.8;63.0;1.4
2012-01-31;1900;29.6;70.0;2.1
2012-01-31;2000;30.1;62.0;2.8
2012-01-31;2100;24.1;81.0;2.1
2012-01-31;2200;23.9;87.0;1.7
2012-01-31;2300;24.7;88.0;0.9
2012-02-01;0;25.5;88.0;0.5
2012-02-01;100;25.9;85.0;1.4
2012-02-01;200;25.4;86.0;0.3
2012-02-01;300;24.8;89.0;0.2
2012-02-01;400;24.8;89.0;0.2
2012-02-01;500;24.4;91.0;0.3
2012-02-01;600;24.5;91.0;0.5
2012-02-01;700;24.3;90.0;0.0
2012-02-01;800;24.1;91.0;0.5
2012-02-01;900;23.6;91.0;0.0
2012-02-01;1000;23.8;92.0;0.0
2012-02-01;1100;25.8;88.0;1.1
2012-02-01;1200;27.2;80.0;1.5
2012-02-01;1300;28.6;70.0;2.0
2012-02-01;1400;29.5;63.0;1.4
2012-02-01;1500;30.8;57.0;2.2
2012-02-01;1600;31.8;56.0;2.0
2012-02-01;1700;32.0;52.0;1.5
2012-02-01;1800;32.7;53.0;1.2
2012-02-01;1900;30.5;64.0;2.3
2012-02-01;2000;29.8;65.0;2.0
2012-02-01;2100;28.1;71.0;2.0
2012-02-01;2200;27.8;72.0;1.6
2012-02-01;2300;27.6;72.0;1.3
2012-02-02;0;27.1;74.0;1.2
2012-02-02;100;26.7;76.0;0.9
2012-02-02;200;26.2;79.0;0.9
2012-02-02;300;25.8;80.0;0.8
2012-02-02;400;25.7;81.0;0.8
2012-02-02;500;25.1;83.0;0.1
2012-02-02;600;25.2;83.0;0.1
2012-02-02;700;24.7;86.0;0.4
2012-02-02;800;24.3;88.0;0.1
2012-02-02;900;24.2;89.0;0.7
2012-02-02;1000;24.6;88.0;0.6
2012-02-02;1100;26.1;83.0;1.5
2012-02-02;1200;27.7;76.0;2.2
2012-02-02;1300;30.0;61.0;2.6
2012-02-02;1500;32.0;51.0;1.7
2012-02-02;1600;31.8;54.0;2.0
2012-02-02;1700;31.1;58.0;1.8
2012-02-02;1800;31.6;57.0;1.5
2012-02-02;1900;29.9;63.0;1.3
2012-02-02;2000;29.8;66.0;0.9
2012-02-02;2100;28.0;81.0;0.8
2012-02-02;2200;27.9;76.0;0.8
2012-02-02;2300;27.5;71.0;1.3
2012-02-03;0;26.8;71.0;1.2
2012-02-03;100;26.3;71.0;1.1
2012-02-03;200;25.6;73.0;1.1
2012-02-03;300;24.9;77.0;0.7
2012-02-03;400;24.6;78.0;0.7
2012-02-03;500;24.3;79.0;0.6
2012-02-03;600;23.7;82.0;0.3
2012-02-03;700;23.4;84.0;0.3
2012-02-03;800;23.2;86.0;0.4
2012-02-03;900;23.0;87.0;0.3
2012-02-03;1000;23.5;87.0;0.3
2012-02-03;1100;25.5;80.0;1.1
2012-02-03;1200;27.0;76.0;1.2
2012-02-03;1300;28.8;66.0;1.6
2012-02-03;1400;30.3;59.0;1.4
2012-02-03;1500;31.2;59.0;2.2
2012-02-03;1600;31.0;56.0;1.3
2012-02-03;1700;29.6;62.0;1.3
2012-02-03;1800;29.9;63.0;1.3
2012-02-03;1900;32.1;56.0;0.8
2012-02-03;2000;30.5;65.0;2.3
2012-02-03;2100;27.6;73.0;0.3
2012-02-03;2200;26.5;76.0;1.3
2012-02-03;2300;24.7;81.0;1.3
2012-02-04;0;25.1;81.0;0.6
2012-02-04;100;25.5;79.0;1.1
2012-02-04;200;25.1;81.0;0.6
2012-02-04;300;24.6;84.0;0.7
2012-02-04;400;24.6;84.0;0.9
2012-02-04;500;24.2;85.0;0.8
2012-02-04;600;23.9;86.0;0.3
2012-02-04;700;23.7;87.0;0.6
2012-02-04;800;23.5;88.0;0.4
2012-02-04;900;23.5;89.0;0.3
2012-02-04;1000;23.8;89.0;0.3
2012-02-04;1100;25.0;87.0;0.7
2012-02-04;1200;26.4;82.0;1.2
2012-02-04;1300;29.3;72.0;1.7
2012-02-04;1400;29.5;65.0;2.0
2012-02-04;1500;30.5;63.0;2.1
2012-02-04;1600;31.5;59.0;2.0
2012-02-04;1700;31.6;57.0;2.2
2012-02-04;1800;31.3;58.0;1.1
2012-02-04;1900;29.3;67.0;1.3
2012-02-04;2000;29.5;73.0;1.2
2012-02-04;2100;28.0;70.0;0.7
2012-02-04;2200;26.9;70.0;1.1
2012-02-04;2300;25.3;84.0;0.2
2012-02-05;0;23.3;90.0;1.7
2012-02-05;100;23.3;91.0;0.3
2012-02-05;200;23.6;91.0;0.0
2012-02-05;300;23.8;92.0;0.1
2012-02-05;400;23.5;92.0;0.0
2012-02-05;500;23.5;93.0;0.1
2012-02-05;600;23.6;93.0;0.0
2012-02-05;700;23.6;92.0;0.3
2012-02-05;800;23.7;92.0;0.3
2012-02-05;900;23.9;91.0;0.5
2012-02-05;1000;24.1;91.0;0.3
2012-02-05;1100;25.5;88.0;1.1
2012-02-05;1200;28.1;80.0;1.7
2012-02-05;1300;28.8;70.0;2.2
2012-02-05;1400;30.1;61.0;2.4
2012-02-05;1500;31.9;60.0;1.7
2012-02-05;1600;31.9;56.0;1.5
2012-02-05;1700;32.7;51.0;2.1
2012-02-05;1800;33.1;50.0;2.1
2012-02-05;1900;31.7;63.0;2.8
2012-02-05;2000;31.2;64.0;1.8
2012-02-05;2100;28.7;70.0;0.6
2012-02-05;2200;25.1;82.0;1.8
2012-02-05;2300;23.9;86.0;0.9
2012-02-06;0;24.0;88.0;0.1
2012-02-06;100;24.6;88.0;0.1
2012-02-06;200;24.7;86.0;0.2
2012-02-06;300;24.9;87.0;0.4
2012-02-06;400;24.7;87.0;0.3
2012-02-06;500;24.3;89.0;0.0
2012-02-06;600;24.2;90.0;0.2
2012-02-06;700;23.8;92.0;0.4
2012-02-06;800;23.7;92.0;0.2
2012-02-06;900;23.7;92.0;0.0
2012-02-06;1000;24.3;92.0;0.3
2012-02-06;1100;26.7;87.0;0.5
2012-02-06;1200;28.3;78.0;1.4
2012-02-06;1300;29.3;73.0;1.0
2012-02-06;1400;30.3;66.0;1.5
2012-02-06;1500;32.2;61.0;1.2
2012-02-06;1600;32.0;59.0;2.8
2012-02-06;1700;33.1;51.0;2.4
2012-02-06;1800;31.8;54.0;0.7
2012-02-06;1900;30.5;62.0;1.5
2012-02-06;2000;30.6;66.0;1.5
2012-02-06;2100;28.8;66.0;1.0
2012-02-06;2300;23.9;90.0;1.2
2012-02-07;0;24.0;91.0;0.7
2012-02-07;100;24.1;91.0;0.0
2012-02-07;200;24.0;92.0;0.0
2012-02-07;300;24.3;92.0;0.4
2012-02-07;400;24.3;92.0;0.0
2012-02-07;500;24.3;92.0;0.1
2012-02-07;600;24.4;92.0;0.2
2012-02-07;700;23.8;92.0;0.2
2012-02-07;800;23.6;93.0;0.0
2012-02-07;900;23.6;93.0;0.2
2012-02-07;1000;24.2;93.0;0.5
2012-02-07;1100;26.1;89.0;1.0
2012-02-07;1200;28.3;80.0;1.1
2012-02-07;1300;29.9;70.0;1.3
2012-02-07;1400;30.1;66.0;1.4
2012-02-07;1500;29.7;68.0;1.4
2012-02-07;1600;30.1;71.0;0.8
2012-02-07;1700;31.3;62.0;1.2
2012-02-07;1800;24.9;89.0;1.4
2012-02-07;1900;25.3;91.0;0.9
2012-02-07;2000;24.4;91.0;1.8
2012-02-07;2100;24.6;92.0;0.7
2012-02-07;2200;24.6;92.0;0.0
2012-02-07;2300;24.6;92.0;0.7
2012-02-08;0;24.5;92.0;0.1
2012-02-08;100;24.8;92.0;0.5
2012-02-08;200;24.7;91.0;0.1
2012-02-08;300;24.5;92.0;0.1
2012-02-08;400;24.3;92.0;0.2
2012-02-08;500;24.1;92.0;0.5
2012-02-08;600;24.3;92.0;0.6
2012-02-08;700;24.2;92.0;0.2
2012-02-08;800;24.0;92.0;1.0
2012-02-08;900;24.1;93.0;0.4
2012-02-08;1000;24.1;93.0;0.1
2012-02-08;1100;26.0;91.0;0.7
2012-02-08;1200;27.0;86.0;0.9
2012-02-08;1300;29.4;73.0;1.8
2012-02-08;1400;29.3;73.0;0.9
2012-02-08;1500;30.2;66.0;1.8
2012-02-08;1600;25.8;87.0;1.7
2012-02-08;1800;27.3;82.0;2.3
2012-02-08;1900;27.1;75.0;1.6
2012-02-08;2000;26.4;78.0;1.0
2012-02-08;2100;26.6;82.0;0.9
2012-02-08;2200;26.2;84.0;1.0
2012-02-08;2300;24.6;90.0;1.0
2012-02-09;0;24.2;89.0;0.7
2012-02-09;100;24.3;89.0;1.5
2012-02-09;200;24.3;90.0;0.0
2012-02-09;300;24.1;91.0;0.4
2012-02-09;400;24.0;92.0;0.1
2012-02-09;500;24.0;92.0;0.1
2012-02-09;600;24.1;93.0;0.0
2012-02-09;700;24.1;93.0;0.3
2012-02-09;800;24.0;93.0;0.2
2012-02-09;900;24.0;93.0;1.1
2012-02-09;1000;24.1;93.0;0.3
2012-02-09;1100;24.6;93.0;1.1
2012-02-09;1200;25.7;90.0;0.3
2012-02-09;1300;26.8;87.0;0.5
2012-02-09;1400;28.9;79.0;1.6
2012-02-09;1500;29.4;74.0;0.9
2012-02-09;1600;29.5;72.0;1.6
2012-02-09;1700;28.9;71.0;2.0
2012-02-09;1900;25.1;87.0;1.3
2012-02-09;2000;26.1;85.0;1.1
2012-02-09;2100;26.1;86.0;1.6
2012-02-09;2200;25.9;87.0;0.9
2012-02-09;2300;25.9;88.0;0.7
2012-02-10;0;25.9;88.0;0.4
2012-02-10;100;25.6;90.0;0.3
2012-02-10;200;25.4;91.0;0.4
2012-02-10;300;25.3;91.0;0.6
2012-02-10;400;25.0;91.0;0.5
2012-02-10;500;24.9;92.0;0.0
2012-02-10;600;24.8;93.0;0.0
2012-02-10;700;24.7;93.0;0.0
2012-02-10;800;24.6;93.0;0.0
2012-02-10;900;24.7;93.0;0.0
2012-02-10;1000;24.7;93.0;0.0
2012-02-10;1100;25.3;93.0;0.5
2012-02-10;1200;26.1;88.0;1.7
2012-02-10;1300;27.7;82.0;0.7
2012-02-10;1400;28.4;76.0;1.4
2012-02-10;1500;29.1;69.0;1.7
2012-02-10;1600;29.0;69.0;2.4
2012-02-10;1700;27.7;74.0;1.8
2012-02-10;1800;29.0;68.0;1.0
2012-02-10;1900;29.4;65.0;2.0
2012-02-10;2000;26.3;78.0;1.6
2012-02-10;2100;26.7;78.0;1.5
2012-02-10;2200;26.5;81.0;1.2
2012-02-10;2300;26.5;82.0;1.4
2012-02-11;0;26.3;84.0;0.4
2012-02-11;100;26.3;84.0;0.6
2012-02-11;200;26.1;84.0;0.3
2012-02-11;300;25.9;86.0;0.6
2012-02-11;400;25.2;81.0;0.6
2012-02-11;500;24.3;87.0;0.7
2012-02-11;600;23.9;90.0;1.0
2012-02-11;700;23.4;91.0;0.5
2012-02-11;800;23.4;91.0;0.2
2012-02-11;900;23.7;92.0;0.1
2012-02-11;1000;24.1;92.0;0.8
2012-02-11;1100;25.0;91.0;0.5
2012-02-11;1200;25.2;89.0;1.8
2012-02-11;1300;26.7;86.0;1.0
2012-02-11;1400;27.8;79.0;1.9
2012-02-11;1500;29.2;75.0;1.2
2012-02-11;1600;30.5;67.0;2.1
2012-02-11;1700;23.9;86.0;2.2
2012-02-11;1800;23.0;92.0;0.7
2012-02-11;1900;22.8;92.0;1.0
2012-02-11;2000;23.0;92.0;0.3
2012-02-11;2100;23.1;92.0;0.6
2012-02-11;2200;23.0;93.0;0.4
2012-02-11;2300;23.0;93.0;0.9
2012-02-12;0;23.1;93.0;1.2
2012-02-12;100;23.0;93.0;0.3
2012-02-12;200;23.1;93.0;0.0
2012-02-12;300;23.2;93.0;0.6
2012-02-12;400;22.9;93.0;0.0
2012-02-12;500;22.7;93.0;0.9
2012-02-12;600;22.7;93.0;0.0
2012-02-12;700;22.5;93.0;1.2
2012-02-12;800;22.4;93.0;0.6
2012-02-12;900;22.3;93.0;0.8
2012-02-12;1000;22.4;92.0;0.9
2012-02-12;1100;23.7;90.0;0.9
2012-02-12;1200;25.5;86.0;1.9
2012-02-12;1300;27.6;76.0;1.9
2012-02-12;1400;29.7;70.0;1.3
2012-02-12;1500;30.0;64.0;1.8
2012-02-12;1600;27.8;76.0;2.3
2012-02-12;1700;31.1;66.0;1.4
2012-02-12;1800;27.4;76.0;1.3
2012-02-12;1900;24.6;80.0;1.6
2012-02-12;2000;24.4;80.0;1.7
2012-02-12;2100;23.0;88.0;1.6
2012-02-12;2200;22.6;90.0;0.6
2012-02-12;2300;22.6;88.0;1.1
2012-02-13;0;22.4;88.0;0.8
2012-02-13;100;22.4;89.0;0.6
2012-02-13;200;22.2;90.0;0.1
2012-02-13;300;22.3;91.0;0.1
2012-02-13;400;22.1;92.0;0.1
2012-02-13;500;22.1;92.0;0.0
2012-02-13;600;21.9;93.0;0.4
2012-02-13;700;22.2;92.0;1.4
2012-02-13;800;22.3;92.0;0.7
2012-02-13;900;22.4;92.0;1.5
2012-02-13;1000;22.7;91.0;1.2
2012-02-13;1100;23.8;90.0;0.9
2012-02-13;1200;25.0;88.0;1.2
2012-02-13;1300;26.4;83.0;0.6
2012-02-13;1400;27.7;76.0;0.9
2012-02-13;1500;29.5;69.0;0.9
2012-02-13;1600;29.0;70.0;1.2
2012-02-13;1700;30.0;65.0;1.6
2012-02-13;1800;28.6;68.0;2.1
2012-02-13;1900;25.3;83.0;1.7
2012-02-13;2000;23.9;84.0;2.0
2012-02-13;2100;23.7;83.0;1.2
2012-02-13;2200;23.6;83.0;0.4
2012-02-13;2300;23.1;87.0;0.6
2012-02-14;0;23.2;87.0;0.4
2012-02-14;100;23.2;88.0;0.1
2012-02-14;200;23.5;87.0;0.3
2012-02-14;300;23.4;87.0;0.6
2012-02-14;400;23.6;87.0;0.6
2012-02-14;500;23.7;88.0;0.0
2012-02-14;600;23.3;91.0;0.3
2012-02-14;700;23.6;91.0;0.7
2012-02-14;800;23.4;92.0;0.7
2012-02-14;900;23.4;92.0;0.9
2012-02-14;1000;23.6;92.0;0.1
2012-02-14;1100;24.3;91.0;1.6
2012-02-14;1200;25.8;88.0;1.6
2012-02-14;1300;27.7;83.0;1.3
2012-02-14;1400;27.7;80.0;2.0
2012-02-14;1500;29.4;71.0;1.8
2012-02-14;1600;24.9;78.0;2.4
2012-02-14;1700;24.2;89.0;1.2
2012-02-14;1800;24.2;91.0;1.6
2012-02-14;1900;25.1;91.0;0.7
2012-02-14;2000;24.3;87.0;1.6
2012-02-14;2100;24.7;89.0;1.3
2012-02-14;2200;24.8;90.0;1.0
2012-02-14;2300;24.7;90.0;1.2
2012-02-15;0;23.1;91.0;0.7
2012-02-15;100;23.0;92.0;0.3
2012-02-15;200;23.0;93.0;1.7
2012-02-15;300;22.8;93.0;0.7
2012-02-15;400;22.7;93.0;0.0
2012-02-15;500;22.9;93.0;0.0
2012-02-15;600;22.9;93.0;0.0
2012-02-15;700;23.1;94.0;0.0
2012-02-15;800;23.5;94.0;1.0
2012-02-15;900;22.0;93.0;1.6
2012-02-15;1000;21.8;93.0;0.0
2012-02-15;1100;22.4;93.0;0.5
2012-02-15;1200;23.3;93.0;0.0
2012-02-15;1300;24.4;91.0;0.1
2012-02-15;1400;24.4;90.0;0.8
2012-02-15;1500;24.6;91.0;0.2
2012-02-15;1600;25.7;89.0;1.1
2012-02-15;1700;27.2;82.0;0.8
2012-02-15;1800;28.6;74.0;0.2
2012-02-15;1900;27.6;72.0;1.1
2012-02-15;2000;26.9;77.0;0.9
2012-02-15;2100;26.5;80.0;0.1
2012-02-15;2200;25.6;84.0;0.4
2012-02-15;2300;24.8;86.0;1.0
2012-02-16;0;24.5;91.0;0.9
2012-02-16;100;24.4;92.0;0.3
2012-02-16;200;24.4;92.0;0.6
2012-02-16;300;24.0;93.0;0.0
2012-02-16;400;23.8;93.0;0.9
2012-02-16;500;23.4;93.0;0.8
2012-02-16;600;23.3;93.0;0.8
2012-02-16;700;23.0;92.0;0.4
2012-02-16;800;22.6;93.0;0.0
2012-02-16;900;22.4;93.0;0.0
2012-02-16;1000;22.9;93.0;0.1
2012-02-16;1100;24.8;90.0;0.5
2012-02-16;1200;26.2;84.0;0.7
2012-02-16;1300;27.3;77.0;1.1
2012-02-16;1400;28.3;73.0;1.4
2012-02-16;1500;29.0;67.0;1.1
2012-02-16;1600;31.0;62.0;0.3
2012-02-16;1700;30.3;63.0;0.8
2012-02-16;1800;29.3;67.0;1.5
2012-02-16;1900;31.4;60.0;0.4
2012-02-16;2000;29.0;66.0;2.1
2012-02-16;2100;23.3;88.0;0.4
2012-02-16;2200;23.6;91.0;0.4
2012-02-16;2300;23.7;91.0;0.1
2012-02-17;0;24.1;91.0;0.0
2012-02-17;100;24.0;91.0;0.1
2012-02-17;200;24.0;91.0;0.3
2012-02-17;300;24.4;89.0;0.6
2012-02-17;400;24.1;88.0;0.4
2012-02-17;500;23.7;90.0;0.6
2012-02-17;600;23.4;91.0;0.6
2012-02-17;700;23.3;92.0;0.2
2012-02-17;800;23.4;92.0;0.0
2012-02-17;900;23.5;93.0;0.7
2012-02-17;1000;23.6;93.0;0.4
2012-02-17;1100;24.6;91.0;0.3
2012-02-17;1200;27.1;82.0;0.8
2012-02-17;1300;27.7;74.0;1.7
2012-02-17;1400;27.7;71.0;1.0
2012-02-17;1500;25.7;79.0;2.4
2012-02-17;1600;23.2;88.0;1.8
2012-02-17;1700;22.4;91.0;0.8
2012-02-17;1800;22.3;92.0;1.2
2012-02-17;1900;22.8;93.0;1.1
2012-02-17;2000;23.3;93.0;1.0
2012-02-17;2100;23.2;93.0;0.8
2012-02-17;2200;23.1;93.0;0.9
2012-02-17;2300;23.1;93.0;0.1
2012-02-18;0;23.3;93.0;0.0
2012-02-18;100;23.2;93.0;0.2
2012-02-18;200;22.9;93.0;0.9
2012-02-18;300;22.8;93.0;0.2
2012-02-18;400;22.9;94.0;0.1
2012-02-18;500;22.9;94.0;1.1
2012-02-18;600;22.8;94.0;0.0
2012-02-18;700;22.9;94.0;0.1
2012-02-18;800;22.9;94.0;0.1
2012-02-18;900;22.8;94.0;0.1
2012-02-18;1000;22.9;94.0;0.0
2012-02-18;1100;23.9;93.0;0.7
2012-02-18;1200;26.1;83.0;0.7
2012-02-18;1300;26.7;83.0;2.0
2012-02-18;1400;28.7;75.0;2.0
2012-02-18;1500;28.5;70.0;1.5
2012-02-18;1600;29.1;64.0;1.5
2012-02-18;1700;28.2;66.0;2.4
2012-02-18;1800;29.5;68.0;1.9
2012-02-18;1900;29.9;64.0;2.0
2012-02-18;2000;26.0;75.0;1.2
2012-02-18;2100;25.1;86.0;0.0
2012-02-18;2200;25.9;84.0;0.6
2012-02-18;2300;25.7;86.0;0.8
2012-02-19;0;25.6;87.0;1.1
2012-02-19;100;25.3;89.0;0.4
2012-02-19;200;25.0;90.0;0.5
2012-02-19;300;24.4;90.0;0.7
2012-02-19;400;24.3;91.0;0.2
2012-02-19;500;24.1;92.0;0.4
2012-02-19;600;24.1;92.0;1.5
2012-02-19;700;23.6;93.0;1.5
2012-02-19;800;23.6;93.0;1.2
2012-02-19;900;23.4;93.0;1.8
2012-02-19;1000;23.6;93.0;1.1
2012-02-19;1100;24.2;92.0;1.0
2012-02-19;1200;24.7;90.0;0.7
2012-02-19;1300;25.5;86.0;1.0
2012-02-19;1400;28.5;78.0;0.8
2012-02-19;1500;29.5;65.0;0.9
2012-02-19;1600;30.3;64.0;1.2
2012-02-19;1700;31.3;57.0;1.9
2012-02-19;1800;31.3;55.0;1.1
2012-02-19;1900;29.6;67.0;2.6
2012-02-19;2000;28.1;77.0;1.8
2012-02-19;2100;25.6;86.0;2.3
2012-02-19;2200;24.1;90.0;0.3
2012-02-19;2300;24.1;91.0;1.1
2012-02-20;0;24.1;92.0;0.1
2012-02-20;100;24.2;92.0;0.1
2012-02-20;200;24.3;92.0;0.7
2012-02-20;300;24.2;92.0;0.2
2012-02-20;400;23.9;93.0;0.1
2012-02-20;500;24.0;92.0;0.1
2012-02-20;600;24.0;93.0;0.3
2012-02-20;700;23.8;93.0;0.0
2012-02-20;800;23.6;93.0;0.1
2012-02-20;900;23.4;93.0;0.1
2012-02-20;1000;23.9;93.0;0.0
2012-02-20;1100;25.5;91.0;0.3
2012-02-20;1200;27.5;84.0;1.1
2012-02-20;1300;28.6;72.0;1.0
2012-02-20;1400;30.5;63.0;1.1
2012-02-20;1500;30.0;61.0;0.5
2012-02-20;1600;29.4;69.0;1.7
2012-02-20;1700;26.5;84.0;0.6
2012-02-20;1800;29.8;68.0;2.3
2012-02-20;1900;25.6;77.0;1.9
2012-02-20;2000;24.9;85.0;1.3
2012-02-20;2100;24.3;90.0;0.4
2012-02-20;2200;23.9;91.0;1.1
2012-02-20;2300;23.7;92.0;0.1
2012-02-21;0;23.8;92.0;0.6
2012-02-21;100;23.9;92.0;0.1
2012-02-21;200;23.9;93.0;0.3
2012-02-21;300;23.8;93.0;0.0
2012-02-21;400;23.7;93.0;0.4
2012-02-21;500;23.4;93.0;0.0
2012-02-21;600;23.3;94.0;0.0
2012-02-21;700;23.1;94.0;0.0
2012-02-21;800;23.2;94.0;0.0
2012-02-21;900;23.0;94.0;0.3
2012-02-21;1000;23.1;94.0;0.5
2012-02-21;1100;24.4;94.0;1.0
2012-02-21;1200;26.1;87.0;1.2
2012-02-21;1300;26.4;84.0;1.0
2012-02-21;1400;27.8;78.0;0.9
2012-02-21;1500;29.3;74.0;1.3
2012-02-21;1600;30.4;65.0;1.0
2012-02-21;1700;30.8;67.0;1.3
2012-02-21;1800;29.9;66.0;1.9
2012-02-21;1900;26.6;83.0;1.7
2012-02-21;2000;24.2;89.0;0.1
2012-02-21;2100;24.4;91.0;0.2
2012-02-21;2200;24.3;91.0;0.8
2012-02-21;2300;24.5;91.0;0.1
2012-02-22;0;24.2;92.0;0.0
2012-02-22;100;24.1;93.0;0.1
2012-02-22;200;23.9;93.0;0.0
2012-02-22;300;23.7;93.0;0.1
2012-02-22;400;23.3;92.0;0.1
2012-02-22;500;23.2;92.0;0.4
2012-02-22;600;23.0;92.0;0.1
2012-02-22;700;22.6;92.0;0.0
2012-02-22;800;22.5;93.0;0.3
2012-02-22;900;22.5;93.0;0.6
2012-02-22;1000;24.0;92.0;0.6
2012-02-22;1100;25.5;88.0;1.1
2012-02-22;1200;27.7;81.0;1.1
2012-02-22;1300;30.0;68.0;1.3
2012-02-22;1400;30.0;65.0;1.9
2012-02-22;1500;30.3;60.0;1.4
2012-02-22;1600;31.4;61.0;1.9
2012-02-22;1700;32.2;56.0;0.8
2012-02-22;1800;32.6;54.0;0.9
2012-02-22;1900;30.7;67.0;2.0
2012-02-22;2200;23.6;91.0;0.3
2012-02-22;2300;23.7;91.0;0.7
2012-02-23;0;23.6;92.0;0.4
2012-02-23;100;24.0;91.0;0.8
2012-02-23;200;23.8;92.0;0.1
2012-02-23;300;23.8;92.0;0.1
2012-02-23;400;23.9;91.0;0.7
2012-02-23;500;23.8;92.0;1.1
2012-02-23;600;23.7;92.0;0.1
2012-02-23;700;23.4;93.0;0.0
2012-02-23;800;23.3;93.0;0.1
2012-02-23;900;23.3;93.0;0.0
2012-02-23;1000;23.6;93.0;0.0
2012-02-23;1100;24.7;92.0;0.1
2012-02-23;1200;26.6;87.0;0.9
2012-02-23;1300;28.3;78.0;1.3
2012-02-23;1400;29.2;70.0;1.2
2012-02-23;1500;29.2;68.0;1.5
2012-02-23;1600;29.9;65.0;1.6
2012-02-23;1700;25.6;87.0;0.3
2012-02-23;1800;29.1;74.0;2.6
2012-02-23;1900;23.8;89.0;0.9
2012-02-23;2000;24.1;90.0;0.9
2012-02-23;2100;24.1;91.0;1.2
2012-02-23;2200;24.2;92.0;0.8
2012-02-23;2300;24.2;92.0;0.3
2012-02-24;0;24.6;92.0;0.2
2012-02-24;100;24.6;92.0;0.3
