        DAT_MED,VEN_VEL,TEM_INS,UMD_INS,HR_MED
2012-01-01,1.1,26.6,81,0
2012-01-01,0.8,26.3,81,100
2012-01-01,0.7,26.2,82,200
2012-01-01,0.2,26.,83,300
2012-01-01,0.7,25.6,85,400
2012-01-01,0.1,25.2,87,500
2012-01-01,0.4,25.,88,600
2012-01-01,0.3,24.8,89,700
2012-01-01,0,24.2,90,800
2012-01-01,0.1,24.2,91,900
2012-01-01,0.5,24.5,91,1000
2012-01-01,0.7,26.9,85,1100
2012-01-01,1,28.4,78,1200
2012-01-01,1.7,29.1,69,1300
2012-01-01,1.6,31.8,61,1400
2012-01-01,1.3,32.7,59,1500
2012-01-01,2.6,31.1,57,1600
2012-01-01,1.3,31.2,59,1700
2012-01-01,1.3,25.6,83,1800
2012-01-01,1.2,28.3,81,1900
2012-01-01,2.2,27.3,82,2000
2012-01-01,1.1,27.7,82,2100
2012-01-01,1.5,27.6,74,2200
2012-01-01,0.9,27.2,75,2300
2012-01-02,0.4,26.6,75,0
2012-01-02,0.2,25.9,79,100
2012-01-02,0.2,25.8,81,200
2012-01-02,0.1,25.4,84,300
2012-01-02,0.2,25.3,84,400
2012-01-02,0.2,25.2,85,500
2012-01-02,1.2,24.9,86,600
2012-01-02,0.4,24.7,86,700
2012-01-02,0.5,24.5,86,800
2012-01-02,0.2,24.4,86,900
2012-01-02,0.8,25.2,85,1000
2012-01-02,1.2,26.8,79,1100
2012-01-02,1.5,28.4,73,1200
2012-01-02,1.5,29.7,63,1300
2012-01-02,1.7,31.6,58,1400
2012-01-02,1.6,32.9,53,1500
2012-01-02,1.6,31.9,51,1600
2012-01-02,2.3,31,56,1700
2012-01-02,2.5,29.6,61,1800
2012-01-02,2.6,30.7,62,1900
2012-01-02,2.2,30.5,58,2000
2012-01-02,2,29.8,60,2100
2012-01-02,2.7,28.5,63,2200
2012-01-02,1.1,27.3,68,2300
2012-01-03,1,26.7,74,0
2012-01-03,0.8,26,78,100
2012-01-03,0.2,25.4,81,200
2012-01-03,0.6,24.8,85,300
2012-01-03,0.3,24.6,86,400
2012-01-03,0.1,24.1,88,500
2012-01-03,0.1,24.2,88,600
2012-01-03,0,24,90,700
2012-01-03,0.4,23.8,90,800
2012-01-03,0.2,23.7,91,900
2012-01-03,0.3,24.4,90,1000
2012-01-03,0.4,25.3,88,1100
2012-01-03,1.4,28,77,1200
2012-01-03,1.5,29.4,67,1300
2012-01-03,1.7,31.7,58,1400
2012-01-03,1.4,32.2,55,1500
2012-01-03,1.5,33.1,50,1600
2012-01-03,1.1,32.8,48,1700
2012-01-03,1.5,32.6,46,1800
2012-01-03,1.1,32.7,47,1900
2012-01-03,0.9,31.7,49,2000
2012-01-03,1.6,30.2,55,2100
2012-01-03,2.1,28.9,59,2200
2012-01-03,1.8,27.9,65,2300
2012-01-04,1.1,26.9,69,0
2012-01-04,0.9,26.4,73,100
2012-01-04,0.8,25.8,77,200
2012-01-04,0.4,25.5,80,300
2012-01-04,0.4,25.1,82,400
2012-01-04,0.2,25,84,500
2012-01-04,0.4,24.7,85,600
2012-01-04,0.1,24.6,85,700
2012-01-04,0.6,24.7,85,800
2012-01-04,0.4,24.2,88,900
2012-01-04,0.2,24.7,88,1000
2012-01-04,1.3,26.8,82,1100
2012-01-04,1.4,28.1,73,1200
2012-01-04,0.9,30.5,65,1300
2012-01-04,1.5,30.7,59,1400
2012-01-04,1.3,31.2,57,1500
2012-01-04,1.8,30.8,64,1600
2012-01-04,2.2,28.8,69,1700
2012-01-04,2.4,25.7,90,1800
2012-01-04,1.1,27.3,84,1900
2012-01-04,0.6,28.3,80,2000
2012-01-04,0.8,27.5,81,2100
2012-01-04,0.3,26.2,89,2200
2012-01-04,0.4,25.8,90,2300
2012-01-05,0.2,25.8,91,0
2012-01-05,0.1,25.6,91,100
2012-01-05,0,25.7,91,200
2012-01-05,0.3,25.5,91,300
2012-01-05,0.1,25.3,91,400
2012-01-05,0.6,25.3,91,500
2012-01-05,0,25,92,600
2012-01-05,0.6,24.8,92,700
2012-01-05,0.7,24.7,92,800
2012-01-05,0.2,24.4,92,900
2012-01-05,1.3,24.4,93,1000
2012-01-05,1.1,25,92,1100
2012-01-05,1.2,26.3,89,1200
2012-01-05,1.6,27.3,85,1300
2012-01-05,2.4,28.2,81,1400
2012-01-05,2,28.4,78,1500
2012-01-05,2,28.7,74,1600
2012-01-05,1.8,29,72,1700
2012-01-05,1.1,28.7,75,1800
2012-01-05,3.1,23.6,88,1900
2012-01-05,1.1,23.7,92,2000
2012-01-05,0.6,23.7,92,2100
2012-01-05,0.4,23.7,91,2200
2012-01-05,0.5,23.5,92,2300
2012-01-06,0.4,23.3,92,0
2012-01-06,0.2,23.2,92,100
2012-01-06,0.5,23,92,200
2012-01-06,0,23.3,92,300
2012-01-06,0,23.2,93,400
2012-01-06,0,23.3,93,500
2012-01-06,0,23.2,93,600
2012-01-06,0,23.2,93,700
2012-01-06,0,23,93,800
2012-01-06,0,23.2,93,900
2012-01-06,0.2,23.7,93,1000
2012-01-06,1,25.7,91,1100
2012-01-06,1.3,27.5,86,1200
2012-01-06,1.9,28.8,77,1300
2012-01-06,1.8,30.8,64,1400
2012-01-06,2.2,31.4,63,1500
2012-01-06,1.9,32.4,59,1600
2012-01-06,0.1,30.9,65,1700
2012-01-06,0.6,25.4,87,1800
2012-01-06,0,26.5,88,1900
2012-01-06,0.1,27.4,85,2000
2012-01-06,0.7,27.9,81,2100
2012-01-06,0.8,27.5,71,2200
2012-01-06,0.7,26.8,74,2300
2012-01-07,0.5,26.1,77,0
2012-01-07,0.6,25.5,81,100
2012-01-07,0.5,25.1,84,200
2012-01-07,0,24.6,86,300
2012-01-07,0,24,89,400
2012-01-07,0.6,24.1,90,500
2012-01-07,0,23.8,90,600
2012-01-07,0.2,23.8,92,700
2012-01-07,0,23.3,92,800
2012-01-07,0,23.4,93,900
2012-01-07,0.1,23.6,93,1000
2012-01-07,0.8,25.7,88,1100
2012-01-07,1.6,27,82,1200
2012-01-07,2.1,29.5,68,1300
2012-01-07,1.6,31.1,59,1400
2012-01-07,1.2,31.5,57,1500
2012-01-07,1.8,32,55,1600
2012-01-07,1.7,32.8,51,1700
2012-01-07,2.1,32.8,51,1800
2012-01-07,1.4,30.5,67,1900
2012-01-07,1.4,31.1,68,2000
2012-01-07,1.5,29.6,74,2100
2012-01-07,2.1,28.5,72,2200
2012-01-07,1.1,28.1,68,2300
2012-01-08,1,27.4,70,0
2012-01-08,0.6,26.7,74,100
2012-01-08,0.6,26.2,77,200
2012-01-08,0.3,25.4,82,300
2012-01-08,0.5,24.8,86,400
2012-01-08,0,24.1,89,500
2012-01-08,0.3,24,90,600
2012-01-08,0,23.9,91,700
2012-01-08,0,23.7,92,800
2012-01-08,0,23.7,92,900
2012-01-08,0,24.1,92,1000
2012-01-08,1,25.9,88,1100
2012-01-08,1.5,27.4,83,1200
2012-01-08,2.1,29.7,71,1300
2012-01-08,2,30.2,62,1400
2012-01-08,1.8,30.8,61,1500
2012-01-08,0.6,31.2,60,1600
2012-01-08,1.4,32.6,55,1700
2012-01-08,1.9,30.1,67,1800
2012-01-08,1.6,29.2,69,1900
2012-01-08,2.3,25.9,82,2000
2012-01-08,1.2,25.1,84,2100
2012-01-08,0.2,25.1,87,2200
2012-01-08,0,24.6,89,2300
2012-01-09,0,24.8,90,0
2012-01-09,1.3,25.7,87,100
2012-01-09,0.4,25.5,87,200
2012-01-09,0.4,25.2,89,300
2012-01-09,0,24.9,91,400
2012-01-09,0.4,24.9,91,500
2012-01-09,0.4,24.8,90,600
2012-01-09,0.5,24.6,90,700
2012-01-09,0,24.6,91,800
2012-01-09,0,24.4,90,900
2012-01-09,0.1,24.5,91,1000
2012-01-09,0.7,26.2,85,1100
2012-01-09,1.4,27.8,79,1200
2012-01-09,1.1,29.4,70,1300
2012-01-09,2.2,30.2,62,1400
2012-01-09,0.9,30.5,63,1500
2012-01-09,1.3,31,60,1600
2012-01-09,1.9,32,60,1700
2012-01-09,1,26.8,82,1800
2012-01-09,0.6,28.3,82,1900
2012-01-09,2.1,28.8,75,2000
2012-01-09,1.9,28.2,76,2100
2012-01-09,1.4,27.4,80,2200
2012-01-09,1.2,27.1,81,2300
2012-01-10,1.4,26.6,79,0
2012-01-10,0.9,26.3,81,100
2012-01-10,0.4,25.8,83,200
2012-01-10,0.3,25.5,85,300
2012-01-10,0.3,25.2,86,400
2012-01-10,0.1,24.7,88,500
2012-01-10,0.2,24.5,90,600
2012-01-10,0.2,24.1,91,700
2012-01-10,0.2,24,91,800
2012-01-10,0.2,23.9,92,900
2012-01-10,0.2,24.7,91,1000
2012-01-10,1,26.4,86,1100
2012-01-10,1.1,28.2,76,1200
2012-01-10,1.6,29.5,68,1300
2012-01-10,1.1,31.6,62,1400
2012-01-10,1.2,31.5,60,1500
2012-01-10,1.9,26.5,73,1600
2012-01-10,0.7,26.7,78,1700
2012-01-10,1.2,26.7,78,1800
2012-01-10,3.4,24,78,1900
2012-01-10,1.4,21.4,91,2000
2012-01-10,0,23.2,92,2100
2012-01-10,0.2,23.6,92,2200
2012-01-10,1.1,24.4,92,2300
2012-01-11,0.6,25,89,0
2012-01-11,0.4,24.7,89,100
2012-01-11,0.1,24.3,90,200
2012-01-11,0.2,24.3,91,300
2012-01-11,1,24.3,90,400
2012-01-11,0.1,24.1,91,500
2012-01-11,0,24,91,600
2012-01-11,0,23.8,92,700
2012-01-11,0,23.7,92,800
2012-01-11,0,23.6,93,900
2012-01-11,0,23.8,93,1000
2012-01-11,0.4,25.7,90,1100
2012-01-11,0.9,27.4,84,1200
2012-01-11,1,28.1,78,1300
2012-01-11,0.7,30.6,71,1400
2012-01-11,1.3,30.5,64,1500
2012-01-11,1.6,31.3,60,1600
2012-01-11,1.2,32.9,53,1700
2012-01-11,1.8,30,68,1800
2012-01-11,1.3,28.8,75,1900
2012-01-11,0.8,27.4,84,2000
2012-01-11,1.9,27.3,84,2100
2012-01-11,1.2,23.1,91,2200
2012-01-11,0.1,23.7,92,2300
2012-01-12,0.5,23.8,91,0
2012-01-12,1.2,24,92,100
2012-01-12,0,24,92,200
2012-01-12,0,24,93,300
2012-01-12,0,24.1,92,400
2012-01-12,0,24.1,93,500
2012-01-12,0.1,24,92,600
2012-01-12,0,23.7,93,700
2012-01-12,0,23.5,93,800
2012-01-12,0,23.5,93,900
2012-01-12,0.1,23.9,93,1000
2012-01-12,1.3,25.8,89,1100
2012-01-12,1.6,27.7,82,1200
2012-01-12,1.7,28.6,76,1300
2012-01-12,1,29.8,71,1400
2012-01-12,2.2,31.3,65,1500
2012-01-12,1,31.6,63,1600
2012-01-12,0.4,30.9,63,1700
2012-01-12,0.4,27.4,72,1800
2012-01-12,2,28.6,74,1900
2012-01-12,2.5,26.3,84,2000
2012-01-12,0,25.2,91,2100
2012-01-12,1.2,25.6,90,2200
2012-01-12,1,26.4,81,2300
2012-01-13,0.9,26.3,80,0
2012-01-13,0.6,26.1,81,100
2012-01-13,0.6,25.8,83,200
2012-01-13,0.3,25.4,85,300
2012-01-13,0.3,25.3,86,400
2012-01-13,0.5,24.9,88,500
2012-01-13,0.1,24.5,89,600
2012-01-13,0.1,24.3,90,700
2012-01-13,0.1,24.1,91,800
2012-01-13,0.2,23.8,91,900
2012-01-13,0.2,24.2,92,1000
2012-01-13,0.7,25.9,88,1100
2012-01-13,1.2,28.1,79,1200
2012-01-13,1.3,29.5,73,1300
2012-01-13,1.2,30,67,1400
2012-01-13,1.5,31.5,61,1500
2012-01-13,1.6,31.2,56,1600
2012-01-13,2.6,32.9,53,1700
2012-01-13,2.1,31.3,61,1800
2012-01-13,2.3,31.5,58,1900
2012-01-13,1.1,24.5,83,2000
2012-01-13,1.3,24.1,87,2100
2012-01-13,0.6,23.9,88,2200
2012-01-13,0.6,24.4,87,2300
2012-01-14,0.8,24.5,87,0
2012-01-14,0.9,24.7,87,100
2012-01-14,0.8,24.7,86,200
2012-01-14,0.8,24.8,87,300
2012-01-14,0.3,24.6,89,400
2012-01-14,0.3,24.3,90,500
2012-01-14,0.4,24.1,90,600
2012-01-14,0.7,23.9,90,700
2012-01-14,0.1,23.4,91,800
2012-01-14,0.1,23.1,92,900
2012-01-14,0.4,23.4,93,1000
2012-01-14,0.8,25.6,90,1100
2012-01-14,1.6,27.4,83,1200
2012-01-14,1.8,29.2,73,1300
2012-01-14,1.6,29.2,72,1400
2012-01-14,2.2,30.9,63,1500
2012-01-14,1.9,32.6,56,1600
2012-01-14,0.7,30.5,67,1700
2012-01-14,1.4,26.7,78,1800
2012-01-14,1.4,30.6,77,1900
2012-01-14,1.8,29.7,70,2000
2012-01-14,2.5,29.1,71,2100
2012-01-14,2.1,28.6,70,2200
2012-01-14,0.9,27.9,72,2300
2012-01-15,1.4,27.4,76,0
2012-01-15,0.8,26.9,78,100
2012-01-15,0.4,26.5,81,200
2012-01-15,0.8,26.2,82,300
2012-01-15,0.3,25.8,84,400
2012-01-15,0,25.1,87,500
2012-01-15,0.4,24.9,89,600
2012-01-15,0,24.8,89,700
2012-01-15,0,24.5,91,800
2012-01-15,0.1,24.5,91,900
2012-01-15,0,24.6,92,1000
2012-01-15,0.4,26.7,87,1100
2012-01-15,0.9,28,81,1200
2012-01-15,1,29.3,72,1300
2012-01-15,1.5,29.5,67,1400
2012-01-15,0.9,31,61,1500
2012-01-15,1.9,30.8,63,1600
2012-01-15,1.3,29.5,69,1700
2012-01-15,1.9,29.2,77,1800
2012-01-15,1.2,25,86,1900
2012-01-15,1.8,26.4,87,2000
2012-01-15,1.9,26.4,86,2100
2012-01-15,1.9,26.8,86,2200
2012-01-15,1.6,26.7,83,2300
2012-01-16,1.6,26.6,81,0
2012-01-16,0.8,25.9,84,100
2012-01-16,0.3,26,85,200
2012-01-16,0,25.7,85,300
2012-01-16,0,25.3,90,400
2012-01-16,0.8,25,91,500
2012-01-16,1.2,24.8,92,600
2012-01-16,1.4,24.2,92,700
2012-01-16,0.8,24,93,800
2012-01-16,4.3,23.4,93,900
2012-01-16,2.7,22.4,92,1000
2012-01-16,2.2,22.6,92,1100
2012-01-16,0.1,23.1,92,1200
2012-01-16,1.2,23.4,92,1300
2012-01-16,0.9,24.9,89,1400
2012-01-16,1.2,26,81,1500
2012-01-16,1.2,26.6,80,1600
2012-01-16,1.4,22.4,89,1700
2012-01-16,2.5,22,91,1800
2012-01-16,0.3,22.2,92,1900
2012-01-16,0,22.4,92,2000
2012-01-16,0.2,22.5,93,2100
2012-01-16,0,22.4,93,2200
2012-01-16,0,22.5,93,2300
2012-01-17,0.2,22.3,93,0
2012-01-17,0.2,22.4,93,100
2012-01-17,0.7,22.5,92,200
2012-01-17,1.2,22.3,93,300
2012-01-17,1.1,22.4,93,400
2012-01-17,1.1,22.5,93,500
2012-01-17,0.8,22.3,93,600
2012-01-17,0.7,22.4,93,700
2012-01-17,0.1,22.5,93,800
2012-01-17,0,22.2,92,900
2012-01-17,0,22.7,92,1000
2012-01-17,0,23.5,91,1100
2012-01-17,0.7,24.8,86,1200
2012-01-17,1.1,26.7,75,1300
2012-01-17,0.6,28.1,74,1400
2012-01-17,1.1,29.1,69,1500
2012-01-17,1.2,29.7,67,1600
2012-01-17,1.2,29,69,1700
2012-01-17,0.8,29.4,68,1800
2012-01-17,1.2,29.5,70,1900
2012-01-17,1.1,29.7,70,2000
2012-01-17,1.4,28.5,73,2100
2012-01-17,0.2,27.4,78,2200
2012-01-17,1.3,27.2,81,2300
2012-01-18,0.1,26.9,82,0
2012-01-18,0.4,26.6,80,100
2012-01-18,0.1,25.7,84,200
2012-01-18,1.2,24.3,88,300
2012-01-18,1,23.8,87,400
2012-01-18,1.5,23.5,86,500
2012-01-18,1.6,23,88,600
2012-01-18,1.3,22.7,91,700
2012-01-18,0.3,22.7,91,800
2012-01-18,0.9,22.8,92,900
2012-01-18,1.8,23,91,1000
2012-01-18,1.6,23.9,90,1100
2012-01-18,0.3,25.9,84,1200
2012-01-18,1.5,27.4,78,1300
2012-01-18,1.5,27.9,77,1400
2012-01-18,1.8,29.6,73,1500
2012-01-18,1.7,28.7,72,1600
2012-01-18,1.3,29.1,72,1700
2012-01-18,1.2,25.9,86,1800
2012-01-18,0.6,21.4,90,1900
2012-01-18,0.8,23.4,89,2000
2012-01-18,0.2,24.5,87,2100
2012-01-18,0,24.1,88,2200
2012-01-18,1.2,25.2,90,2300
2012-01-19,0.4,25.1,89,0
2012-01-19,0,24.4,91,100
2012-01-19,0,24.4,92,200
2012-01-19,0,24.6,92,300
2012-01-19,0.1,24.3,93,400
2012-01-19,0.1,24.1,93,500
2012-01-19,0.2,24.1,93,600
2012-01-19,1.1,23.7,93,700
2012-01-19,1.1,23.7,93,800
2012-01-19,0.8,23.6,93,900
2012-01-19,0.9,23.8,93,1000
2012-01-19,1.7,24.9,91,1100
2012-01-19,2,25.7,87,1200
2012-01-19,1.4,27,84,1300
2012-01-19,1.9,28.9,74,1400
2012-01-19,1.7,30,67,1500
2012-01-19,2.2,24.8,76,1600
2012-01-19,1.8,21.9,90,1700
2012-01-19,0.5,21.6,90,1800
2012-01-19,1.4,22.2,92,1900
2012-01-19,0.3,22.5,92,2000
2012-01-19,0.6,22.4,92,2100
2012-01-19,0,22.5,93,2200
2012-01-19,0,22.7,93,2300
2012-01-20,0.1,22.9,93,0
2012-01-20,0,22.9,93,100
2012-01-20,0,22.8,93,200
2012-01-20,0,22.7,93,300
2012-01-20,0,22.8,94,400
2012-01-20,1.1,22.9,94,500
2012-01-20,1.2,23,93,600
2012-01-20,0.7,22.8,93,700
2012-01-20,0.5,22.8,93,800
2012-01-20,1.3,22.8,92,900
2012-01-20,1.1,22.8,92,1000
2012-01-20,0.7,23.5,91,1100
2012-01-20,0.9,25,89,1200
2012-01-20,2.5,27,80,1300
2012-01-20,2,28.1,76,1400
2012-01-20,2.1,29.5,72,1500
2012-01-20,1.3,29.9,65,1600
2012-01-20,1.5,31.5,61,1700
2012-01-20,0.8,31.6,58,1800
2012-01-20,1.1,32.2,55,1900
2012-01-20,1.4,28.4,64,2000
2012-01-20,2.2,26.3,76,2100
2012-01-20,0.9,25.7,79,2200
2012-01-20,0.8,25.7,79,2300
2012-01-21,0.6,25.3,84,0
2012-01-21,0.4,25,86,100
2012-01-21,0.4,24.3,89,200
2012-01-21,0.2,24.2,90,300
2012-01-21,0,24.5,90,400
2012-01-21,0,24.6,90,500
2012-01-21,0,24.4,91,600
2012-01-21,0.3,24.7,90,700
2012-01-21,0.5,24.4,91,800
2012-01-21,0.2,24.2,92,900
2012-01-21,0.3,24.6,91,1000
2012-01-21,1.1,25.4,89,1100
2012-01-21,1.4,27.2,82,1200
2012-01-21,2,28,76,1300
2012-01-21,1.3,29.8,68,1400
2012-01-21,1.1,30.4,65,1500
2012-01-21,1.5,25.3,79,1600
2012-01-21,0.7,26.9,83,1700
2012-01-21,2.6,25.8,81,1800
2012-01-21,0.2,24.9,90,1900
2012-01-21,0.6,22.8,92,2000
2012-01-21,0.5,22.9,92,2100
2012-01-21,0.2,23.2,93,2200
2012-01-21,0.2,23.5,93,2300
2012-01-22,0,23.7,93,0
2012-01-22,0,24,93,100
2012-01-22,0.6,24.1,93,200
2012-01-22,0.6,24.4,91,300
2012-01-22,0.3,24.1,92,400
2012-01-22,0,23.9,92,500
2012-01-22,0,23.9,93,600
2012-01-22,0,23.5,93,700
2012-01-22,0,23.5,93,800
2012-01-22,0.1,23.6,94,900
2012-01-22,0,24,94,1000
2012-01-22,0.8,25.7,91,1100
2012-01-22,0.6,27.2,88,1200
2012-01-22,1,29.6,74,1300
2012-01-22,0.9,31.1,66,1400
2012-01-22,1,30.8,62,1500
2012-01-22,1.3,25.5,78,1600
2012-01-22,1.6,25,88,1700
2012-01-22,0.6,25.1,90,1800
2012-01-22,0,26.2,88,1900
2012-01-22,0,26.6,84,2000
2012-01-22,0.4,26.2,85,2100
2012-01-22,0.6,25.9,87,2200
2012-01-22,0.2,25,91,2300
2012-01-23,0,24.7,92,0
2012-01-23,0,24.5,92,100
2012-01-23,0,24.4,92,200
2012-01-23,0.1,24.3,93,300
2012-01-23,1.4,24.4,93,400
2012-01-23,1.6,24.1,93,500
2012-01-23,1.9,23.8,93,600
2012-01-23,1.3,23.2,93,700
2012-01-23,1.3,23,93,800
2012-01-23,0.6,22.9,93,900
2012-01-23,0.9,22.9,93,1000
2012-01-23,0.9,24,90,1100
2012-01-23,1.4,26,85,1200
2012-01-23,0.4,27.5,78,1300
2012-01-23,0.6,27.5,77,1400
2012-01-23,0.6,28.4,74,1500
2012-01-23,0.3,29.8,66,1600
2012-01-23,1.3,30.3,63,1700
2012-01-23,2.7,23.4,91,1800
2012-01-23,1.5,23,93,1900
2012-01-23,1.3,23.1,93,2000
2012-01-23,0.9,23.1,92,2100
2012-01-23,0.8,23.3,93,2200
2012-01-23,0.5,23.4,93,2300
2012-01-24,0.2,23.6,92,0
2012-01-24,0.2,23.6,93,100
2012-01-24,0.1,23.4,93,200
2012-01-24,0.2,23.3,93,300
2012-01-24,0,23.2,93,400
2012-01-24,0,23.1,93,500
2012-01-24,1.3,23.5,93,600
2012-01-24,1.6,23.4,94,700
2012-01-24,1.7,23.4,94,800
2012-01-24,0.8,23.4,94,900
2012-01-24,0.1,23.5,94,1000
2012-01-24,1.4,23.8,93,1100
2012-01-24,1,25.6,89,1200
2012-01-24,1.2,26.4,82,1300
2012-01-24,0.8,28.1,78,1400
2012-01-24,1.4,29.3,71,1500
2012-01-24,1.8,29.9,64,1600
2012-01-24,0.9,31,60,1700
2012-01-24,1.1,31.1,60,1800
2012-01-24,1.3,31.3,55,1900
2012-01-24,1.3,30.6,57,2000
2012-01-24,1.7,28.1,76,2100
2012-01-24,2.5,27.3,77,2200
2012-01-24,1.3,26.6,82,2300
2012-01-25,3.2,22.3,92,0
2012-01-25,0.8,23.2,93,100
2012-01-25,1.1,23.4,93,200
2012-01-25,0.1,23.6,93,300
2012-01-25,0,23.5,93,400
2012-01-25,0.4,23.6,93,500
2012-01-25,0,23.5,94,600
2012-01-25,0.4,23.2,94,700
2012-01-25,0.3,23.2,94,800
2012-01-25,0.4,23.4,94,900
2012-01-25,0,23.5,94,1000
2012-01-25,1.3,24.6,94,1100
2012-01-25,1.1,26.4,89,1200
2012-01-25,2,28.4,77,1300
2012-01-25,2,29.2,71,1400
2012-01-25,2.2,30.2,62,1500
2012-01-25,2.1,31.1,59,1600
2012-01-25,1.6,31.4,61,1700
2012-01-25,2.2,31.5,60,1800
2012-01-25,1.2,29.8,63,1900
2012-01-25,2.6,28.3,70,2000
2012-01-25,2.5,28.1,75,2100
2012-01-25,1.3,26.6,85,2200
2012-01-25,0.8,26.1,87,2300
2012-01-26,1.2,25.8,87,0
2012-01-26,0.6,25.3,88,100
2012-01-26,0.2,25,90,200
2012-01-26,0,24.8,90,300
2012-01-26,0,24.6,92,400
2012-01-26,0,24.3,92,500
2012-01-26,0,24.3,93,600
2012-01-26,0.1,24.2,93,700
2012-01-26,0,24.2,93,800
2012-01-26,0,24.1,93,900
2012-01-26,0.1,24.3,93,1000
2012-01-26,0.9,25.3,92,1100
2012-01-26,1,27.5,86,1200
2012-01-26,1.6,29.1,75,1300
2012-01-26,1.3,30.6,65,1400
2012-01-26,2.3,30.5,60,1500
2012-01-26,1.4,30.4,64,1600
2012-01-26,1.7,31.5,61,1700
2012-01-26,1.9,31.7,58,1800
2012-01-26,2.1,28.8,68,1900
2012-01-26,1.4,27.1,73,2000
2012-01-26,0.6,25.5,87,2100
2012-01-26,0.2,26.1,88,2200
2012-01-26,1.4,26.6,86,2300
2012-01-27,0.6,26.3,85,0
2012-01-27,0.3,26.1,85,100
2012-01-27,0.7,25.5,88,200
2012-01-27,0.3,25.5,88,300
2012-01-27,0.3,25.3,87,400
2012-01-27,0,24.7,89,500
2012-01-27,0.1,24.6,91,600
2012-01-27,0,24.2,91,700
2012-01-27,0.2,24.3,92,800
2012-01-27,0.1,24.1,92,900
2012-01-27,0.5,24.3,92,1000
2012-01-27,1.1,26.2,87,1100
2012-01-27,1.4,27.6,80,1200
2012-01-27,1.8,28.6,72,1300
2012-01-27,1.6,29.4,67,1400
2012-01-27,1.2,30.9,59,1500
2012-01-27,1.2,31.1,57,1600
2012-01-27,1.7,29.9,63,1700
2012-01-27,1.7,30.9,63,1800
2012-01-27,2.5,28.4,73,1900
2012-01-27,1.5,25.2,87,2000
2012-01-27,0.1,26.6,82,2100
2012-01-27,0,26.2,84,2200
2012-01-27,0,25.7,88,2300
2012-01-28,0,25.4,90,0
2012-01-28,0.2,25.8,85,100
2012-01-28,1,25.3,85,200
2012-01-28,1,25,86,300
2012-01-28,0,24.3,89,400
2012-01-28,0.3,24,91,500
2012-01-28,0,23.6,92,600
2012-01-28,0,23.6,92,700
2012-01-28,0,23.3,93,800
2012-01-28,0.3,23.7,93,900
2012-01-28,0.2,24,93,1000
2012-01-28,0.6,26.4,89,1100
2012-01-28,1.2,27.8,81,1200
2012-01-28,1.8,29.8,69,1300
2012-01-28,1.8,31.3,62,1400
2012-01-28,1.3,32.5,57,1500
2012-01-28,1.7,32,55,1600
2012-01-28,1.5,32.6,55,1700
2012-01-28,2.2,31.8,62,1800
2012-01-28,2.5,29.9,67,1900
2012-01-28,3.1,29.1,68,2000
2012-01-28,1.1,24.4,86,2100
2012-01-28,0.2,25.2,89,2200
2012-01-28,1.5,25.9,88,2300
2012-01-29,1.1,26.2,85,0
2012-01-29,0.5,25.9,84,100
2012-01-29,0.4,25.6,85,200
2012-01-29,0.4,25.5,86,300
2012-01-29,0.2,25.3,86,400
2012-01-29,0.3,24.9,88,500
2012-01-29,0.1,24.5,89,600
2012-01-29,1,24.5,90,700
2012-01-29,0.5,24.3,90,800
2012-01-29,0,24,91,900
2012-01-29,0.6,24.2,92,1000
2012-01-29,0.8,26.4,85,1100
2012-01-29,1.1,28.5,78,1200
2012-01-29,1.9,30,70,1300
2012-01-29,1.6,30.8,63,1400
2012-01-29,1.8,30.5,62,1500
2012-01-29,1.4,30.7,62,1600
2012-01-29,1.5,27.5,76,1700
2012-01-29,1.5,29.1,70,1800
2012-01-29,1.7,31,61,1900
2012-01-29,1.2,30.5,61,2000
2012-01-29,1,29.1,63,2100
2012-01-29,1,28.3,68,2200
2012-01-29,1.6,27.4,72,2300
2012-01-30,1.5,26.6,76,0
2012-01-30,1.1,26.4,78,100
2012-01-30,1.1,25.8,80,200
2012-01-30,0.7,25.2,83,300
2012-01-30,0.4,24.8,85,400
2012-01-30,0.3,24.4,87,500
2012-01-30,1.1,24.4,88,600
2012-01-30,0.5,24.1,89,700
2012-01-30,0.2,23.8,91,800
2012-01-30,0.5,23.7,91,900
2012-01-30,1.8,24.1,91,1000
2012-01-30,1.5,25,90,1100
2012-01-30,1.2,27.1,83,1200
2012-01-30,1.2,29.5,72,1300
2012-01-30,2.2,30,63,1400
2012-01-30,1.4,31.6,58,1500
2012-01-30,1.6,32.1,53,1600
2012-01-30,1.1,33.5,51,1700
2012-01-30,2.1,32.7,61,1800
2012-01-30,1.7,31.4,63,1900
2012-01-30,0.6,30.3,65,2000
2012-01-30,1.4,30,60,2100
2012-01-30,1.9,28.8,64,2200
2012-01-30,1.5,27.8,69,2300
2012-01-31,0.7,26.9,72,0
2012-01-31,0.9,26.3,76,100
2012-01-31,0.8,25.9,79,200
2012-01-31,0.7,25.5,81,300
2012-01-31,0.4,24.8,84,400
2012-01-31,0.5,24.6,85,500
2012-01-31,0.1,23.8,88,600
2012-01-31,0,23.4,90,700
2012-01-31,0,23.2,91,800
2012-01-31,0,23.1,92,900
2012-01-31,0,23.6,92,1000
2012-01-31,0.4,25.7,88,1100
2012-01-31,1.1,27.9,80,1200
