        DAT_MED,VEN_VEL,TEM_INS,UMD_INS,HR_MED
2014-07-29,0.6,27.3,78,2300
2014-07-30,1.2,26.8,80,0
2014-07-30,1,26.5,79,100
2014-07-30,0.6,26.1,79,200
2014-07-30,0.4,25.8,81,300
2014-07-30,0.5,25.5,82,400
2014-07-30,0.5,25.3,83,500
2014-07-30,0.4,24.9,85,600
2014-07-30,0.1,24.7,86,700
2014-07-30,0.1,24.5,88,800
2014-07-30,0,24.4,88,900
2014-07-30,0,24.8,88,1000
2014-07-30,1.1,26.3,83,1100
2014-07-30,1.4,28.5,71,1200
2014-07-30,1.5,29.6,65,1300
2014-07-30,1,30.2,63,1400
2014-07-30,1.3,31.2,58,1500
2014-07-30,1.6,30.1,65,1600
2014-07-30,2,31.5,61,1700
2014-07-30,0.7,29.9,66,1800
2014-07-30,3.4,27.9,69,1900
2014-07-30,0.7,24.8,89,2000
2014-07-30,0,24.6,91,2100
2014-07-30,0.1,24.5,91,2200
2014-07-30,0,24.5,90,2300
2014-07-31,0,24.4,89,0
2014-07-31,0,24.6,87,100
2014-07-31,0.1,24.8,87,200
2014-07-31,0.1,24.6,89,300
2014-07-31,0,24.4,89,400
2014-07-31,0.1,24.3,89,500
2014-07-31,0.1,24,90,600
2014-07-31,0,24,90,700
2014-07-31,0,23.7,89,800
2014-07-31,0.3,24,88,900
2014-07-31,0.3,24.1,87,1000
2014-07-31,0.5,25.2,86,1100
2014-07-31,0.3,27.1,75,1200
2014-07-31,1.4,29,68,1300
2014-07-31,1.6,30.4,65,1400
2014-07-31,1.8,30.8,57,1500
2014-07-31,1.5,31.5,57,1600
2014-07-31,1.3,31.1,57,1700
2014-07-31,0.8,32.2,52,1800
2014-07-31,2.5,30.6,62,1900
2014-07-31,0.8,23.1,90,2000
2014-07-31,0.1,24.2,92,2100
2014-07-31,0,24.2,92,2200
2014-07-31,0.7,24.7,89,2300
2014-08-01,0,24.5,91,0
2014-08-01,0,24.3,92,100
2014-08-01,0,24.3,92,200
2014-08-01,0.1,24.3,93,300
2014-08-01,0.2,24.3,92,400
2014-08-01,0.3,24.2,92,500
2014-08-01,0.6,24,93,600
2014-08-01,0.1,23.9,93,700
2014-08-01,0,23.8,93,800
2014-08-01,0.8,23.7,93,900
2014-08-01,0,23.7,93,1000
2014-08-01,0.1,25.1,92,1100
2014-08-01,0.1,27.5,82,1200
2014-08-01,0.2,29.5,68,1300
2014-08-01,0.4,31.1,59,1400
2014-08-01,0.6,31.8,56,1500
2014-08-01,0.6,32.7,55,1600
2014-08-01,0.9,31.6,56,1700
2014-08-01,0.5,31,67,1800
2014-08-01,1.1,28.2,72,1900
2014-08-01,1.3,27,75,2000
2014-08-01,0.7,26.8,79,2100
2014-08-01,0.5,24.8,86,2200
2014-08-01,0,24.9,89,2300
2014-08-02,0,24.4,92,0
2014-08-02,0,24.6,92,100
2014-08-02,0,24.6,91,200
2014-08-02,0,24.3,92,300
2014-08-02,0,24.4,92,400
2014-08-02,0,24.1,92,500
2014-08-02,0,23.8,92,600
2014-08-02,0,23.5,93,700
2014-08-02,0,23.1,93,800
2014-08-02,0,23,94,900
2014-08-02,0,23.3,94,1000
2014-08-02,0.3,25.1,91,1100
2014-08-02,1.2,27.6,78,1200
2014-08-02,1.3,29.1,64,1300
2014-08-02,0.6,31.2,61,1400
2014-08-02,0.9,31.8,58,1500
2014-08-02,1.3,32.1,53,1600
2014-08-02,1.4,31.5,59,1700
2014-08-02,1.7,30.9,64,1800
2014-08-02,1.9,28.6,70,1900
2014-08-02,1.8,29.1,71,2000
2014-08-02,1.1,27.3,75,2100
2014-08-02,1.4,26.5,78,2200
2014-08-02,0.2,26.3,83,2300
2014-08-03,0.4,26.3,84,0
2014-08-03,0.6,26,84,100
2014-08-03,0.3,25.8,84,200
2014-08-03,0.4,25.5,85,300
2014-08-03,0.1,25.2,87,400
2014-08-03,0,24.8,88,500
2014-08-03,0,24.5,90,600
2014-08-03,0,24.4,90,700
2014-08-03,0,24.1,90,800
2014-08-03,0,24,91,900
2014-08-03,0,24.5,91,1000
2014-08-03,0.3,26.1,86,1100
2014-08-03,1.1,28.7,73,1200
2014-08-03,1,29.6,68,1300
2014-08-03,0.8,30.6,63,1400
2014-08-03,1.2,30.7,61,1500
2014-08-03,1.4,32.2,56,1600
2014-08-03,1.4,31.3,59,1700
2014-08-03,1.2,30,71,1800
2014-08-03,1.4,29.5,73,1900
2014-08-03,0.6,26.5,87,2000
2014-08-03,0.5,26.9,86,2100
2014-08-03,1.2,24.1,91,2200
2014-08-03,0.1,24.5,92,2300
2014-08-04,0.6,25.3,91,0
2014-08-04,0.4,24.9,91,100
2014-08-04,0,24.5,91,200
2014-08-04,0.2,24.3,92,300
2014-08-04,0,24,93,400
2014-08-04,0,23.8,93,500
2014-08-04,0,23.6,94,600
2014-08-04,0,23.4,94,700
2014-08-04,0,23.3,94,800
2014-08-04,0,23.3,94,900
2014-08-04,0,23.7,94,1000
2014-08-04,0.5,25.3,93,1100
2014-08-04,1,27.3,86,1200
2014-08-04,1.6,28.4,74,1300
2014-08-04,1.2,30.2,68,1400
2014-08-04,1.2,31.1,61,1500
2014-08-04,1.8,31.1,61,1600
2014-08-04,2,32,58,1700
2014-08-04,1.9,31.8,62,1800
2014-08-04,0.6,31.5,65,1900
2014-08-04,1,27.5,71,2000
2014-08-04,0.3,26.9,77,2100
2014-08-04,0.1,24.1,88,2200
2014-08-04,0.6,24.4,90,2300
2014-08-05,0,24.2,91,0
2014-08-05,0,24.1,91,100
2014-08-05,0,24.1,91,200
2014-08-05,0,23.9,92,300
2014-08-05,0,23.8,92,400
2014-08-05,0,23.6,92,500
2014-08-05,0,23.7,92,600
2014-08-05,0,23.4,93,700
2014-08-05,0,23.3,93,800
2014-08-05,0,23.2,94,900
2014-08-05,0,23.5,94,1000
2014-08-05,0.2,25.2,91,1100
2014-08-05,1.1,28.2,79,1200
2014-08-05,1.2,28.6,75,1300
2014-08-05,1.9,29.9,69,1400
2014-08-05,1.7,31.3,62,1500
2014-08-05,1.8,30.7,64,1600
2014-08-05,1.4,31.5,63,1700
2014-08-05,1.7,32.1,59,1800
2014-08-05,1.7,29.5,74,1900
2014-08-05,1.9,30,71,2000
2014-08-05,1.5,27.9,77,2100
2014-08-05,0.2,27.8,82,2200
2014-08-05,0.3,26.7,87,2300
2014-08-06,0.3,26.4,84,0
2014-08-06,0.1,25.7,86,100
2014-08-06,0.2,25.7,85,200
2014-08-06,0.2,25.2,86,300
2014-08-06,0.1,25,87,400
2014-08-06,0.1,24.6,89,500
2014-08-06,0,24.3,90,600
2014-08-06,0,24,90,700
2014-08-06,0,23.9,91,800
2014-08-06,0,23.7,91,900
2014-08-06,0,24.2,90,1000
2014-08-06,0.4,26,84,1100
2014-08-06,1.4,28,73,1200
2014-08-06,1.5,29.9,64,1300
2014-08-06,1.6,30.9,59,1400
2014-08-06,2.1,29.8,64,1500
2014-08-06,2.5,30.1,63,1600
2014-08-06,1.1,30.8,65,1700
2014-08-06,2,26.7,84,1800
2014-08-06,0.5,24.9,87,1900
2014-08-06,0.2,24.6,90,2000
2014-08-06,0,24.9,89,2100
2014-08-06,0.2,24.8,86,2200
2014-08-06,0,24.7,89,2300
2014-08-07,0,24.5,90,0
2014-08-07,1.1,24.5,90,100
2014-08-07,0,24.1,91,200
2014-08-07,0,24,92,300
2014-08-07,0,23.8,93,400
2014-08-07,0,23.7,93,500
2014-08-07,0,23.6,93,600
2014-08-07,0,23.3,93,700
2014-08-07,0,23.2,93,800
2014-08-07,0,23,94,900
2014-08-07,0,23.4,94,1000
2014-08-07,0.3,25.4,91,1100
2014-08-07,1.7,27.1,81,1200
2014-08-07,2.1,28,76,1300
2014-08-07,1.8,28.6,73,1400
2014-08-07,2.3,30.1,65,1500
2014-08-07,1.7,30.8,67,1600
2014-08-07,1.3,30.7,66,1700
2014-08-07,2.2,31.5,58,1800
2014-08-07,1.5,31.7,59,1900
2014-08-07,1.9,29.6,69,2000
2014-08-07,0.2,23.8,90,2100
2014-08-07,1,24.1,91,2200
2014-08-07,0.1,23.8,90,2300
2014-08-08,0,24.1,91,0
2014-08-08,0,24.1,92,100
2014-08-08,0,24.2,90,200
2014-08-08,0,23.9,91,300
2014-08-08,0,23.9,91,400
2014-08-08,0,23.8,91,500
2014-08-08,0,23.8,92,600
2014-08-08,0.1,23.5,92,700
2014-08-08,0,23.3,92,800
2014-08-08,0,23.3,92,900
2014-08-08,0,23.8,93,1000
2014-08-08,0.9,25.7,89,1100
2014-08-08,0.9,28.3,77,1200
2014-08-08,2.5,27.7,76,1300
2014-08-08,1.9,29.6,69,1400
2014-08-08,2.5,29.3,70,1500
2014-08-08,3.2,30.3,60,1600
2014-08-08,2.9,31,59,1700
2014-08-08,2.7,31,57,1800
2014-08-08,2.1,31.1,60,1900
2014-08-08,1.4,30.8,59,2000
2014-08-08,0.4,29.5,64,2100
2014-08-08,0,27.5,77,2200
2014-08-08,1.1,27.6,76,2300
2014-08-09,0.4,26.6,79,0
2014-08-09,0.4,26.2,81,100
2014-08-09,0.1,25.7,81,200
2014-08-09,0.8,25.5,81,300
2014-08-09,0.2,25.3,83,400
2014-08-09,0.1,24.6,86,500
2014-08-09,0.3,24.4,88,600
2014-08-09,0.1,24.3,89,700
2014-08-09,0.1,24.4,89,800
2014-08-09,0,24.2,90,900
2014-08-09,0,24.6,90,1000
2014-08-09,0.6,26.3,86,1100
2014-08-09,1.3,28.1,77,1200
2014-08-09,0.5,29.3,71,1300
2014-08-09,1.1,29.9,65,1400
2014-08-09,1.3,28.3,74,1500
2014-08-09,1.2,30.9,65,1600
2014-08-09,0.1,29.7,70,1700
2014-08-09,0.8,25.8,80,1800
2014-08-09,0.8,25.9,78,1900
2014-08-09,0.4,26.8,76,2000
2014-08-09,0.2,25.8,77,2100
2014-08-09,0.5,25.5,82,2200
2014-08-09,0.1,25.4,84,2300
2014-08-10,0.4,25.3,85,0
2014-08-10,0,24.7,86,100
2014-08-10,0,24.3,88,200
2014-08-10,0,24.1,89,300
2014-08-10,0,24,90,400
2014-08-10,0,23.8,91,500
2014-08-10,0,23.5,92,600
2014-08-10,0,23.2,92,700
2014-08-10,0,23.4,92,800
2014-08-10,0,23,93,900
2014-08-10,0,23.9,93,1000
2014-08-10,0.9,25.6,89,1100
2014-08-10,1.3,26.9,81,1200
2014-08-10,1.4,28.9,72,1300
2014-08-10,1.8,29,70,1400
2014-08-10,2.4,30.7,61,1500
2014-08-10,2,31.5,61,1600
2014-08-10,1.6,31.4,59,1700
2014-08-10,2.2,31.4,59,1800
2014-08-10,2.1,31.6,55,1900
2014-08-10,2,30.7,57,2000
2014-08-10,1,29.1,71,2100
2014-08-10,0.2,28.3,76,2200
2014-08-10,0.3,27.7,75,2300
2014-08-11,0.4,27.1,76,0
2014-08-11,0.4,26.3,79,100
2014-08-11,0.3,25.8,81,200
2014-08-11,0.1,25.5,83,300
2014-08-11,0.1,25.3,84,400
2014-08-11,0,25,85,500
2014-08-11,0,24.7,86,600
2014-08-11,0,24.5,87,700
2014-08-11,0,24.1,89,800
2014-08-11,0,24.2,90,900
2014-08-11,0.1,24.5,90,1000
2014-08-11,0.5,26.2,84,1100
2014-08-11,1.6,28.8,68,1200
2014-08-11,1.7,29.6,65,1300
2014-08-11,2,30.2,63,1400
2014-08-11,2,30.1,63,1500
2014-08-11,1.5,30.9,59,1600
2014-08-11,1.6,31.9,58,1700
2014-08-11,2.3,31.8,57,1800
2014-08-11,1.9,31.1,53,1900
2014-08-11,2,29.6,70,2000
2014-08-11,1.2,28.3,72,2100
2014-08-11,0.7,25.9,84,2200
2014-08-11,0.5,25.8,84,2300
2014-08-12,0.5,25.9,84,0
2014-08-12,0.9,25.1,88,100
2014-08-12,0.1,25,86,200
2014-08-12,0.4,24.7,87,300
2014-08-12,0.3,24.7,87,400
2014-08-12,0,24.7,87,500
2014-08-12,0.1,24.4,88,600
2014-08-12,0.1,24.2,89,700
2014-08-12,0.1,23.9,90,800
2014-08-12,0,24.2,91,900
2014-08-12,0,24.2,91,1000
2014-08-12,0.4,26,87,1100
2014-08-12,1.1,28.8,74,1200
2014-08-12,1,29,70,1300
2014-08-12,1.4,30.7,66,1400
2014-08-12,1.5,30.9,62,1500
2014-08-12,1.1,31.2,62,1600
2014-08-12,1.2,32.5,62,1700
2014-08-12,2,31.2,65,1800
2014-08-12,2.5,29.1,71,1900
2014-08-12,2,28.7,74,2000
2014-08-12,1.6,27.7,80,2100
2014-08-12,0.3,27.1,82,2200
2014-08-12,2.4,26.1,81,2300
2014-08-13,0.2,23.6,92,0
2014-08-13,0,24.8,92,100
2014-08-13,0,24.4,92,200
2014-08-13,0,24.4,92,300
2014-08-13,0.1,24.1,92,400
2014-08-13,0,24,92,500
2014-08-13,0,23.7,93,600
2014-08-13,0,23.5,93,700
2014-08-13,0,23.8,93,800
2014-08-13,0,23.8,93,900
2014-08-13,0,24.5,93,1000
2014-08-13,0.2,25.8,90,1100
2014-08-13,0.4,28.3,77,1200
2014-08-13,1.1,29.7,70,1300
2014-08-13,1,30.4,70,1400
2014-08-13,1.8,31,62,1500
2014-08-13,1.5,31.3,62,1600
2014-08-13,2,32,56,1700
2014-08-13,1.7,32.2,54,1800
2014-08-13,1.4,31.7,54,1900
2014-08-13,0.9,29.7,69,2000
2014-08-13,1.4,28.9,73,2100
2014-08-13,0.8,27.9,76,2200
2014-08-13,1.1,27.5,80,2300
2014-08-14,0.7,27.4,78,0
2014-08-14,0.3,26.7,80,100
2014-08-14,0.5,26.2,82,200
2014-08-14,0.6,25.7,83,300
2014-08-14,0.3,25.1,86,400
2014-08-14,0.1,24.7,88,500
2014-08-14,0.1,24.5,89,600
2014-08-14,0,24.4,90,700
2014-08-14,0.1,24.2,91,800
2014-08-14,0.1,24.2,91,900
2014-08-14,0.2,24.4,91,1000
2014-08-14,1.1,25.8,87,1100
2014-08-14,1,28.5,72,1200
2014-08-14,0.9,29.8,68,1300
2014-08-14,1,30.6,62,1400
2014-08-14,1.4,31.3,57,1500
2014-08-14,1.8,31.3,59,1600
2014-08-14,1.2,32.7,54,1700
2014-08-14,1.8,31.7,67,1800
2014-08-14,1.8,32.1,62,1900
2014-08-14,1.8,29.9,67,2000
2014-08-14,1.4,28.2,73,2100
2014-08-14,1.6,28.1,78,2200
2014-08-14,1,27.7,79,2300
2014-08-15,0.7,27.6,75,0
2014-08-15,0.6,26.8,77,100
2014-08-15,0.3,25.9,81,200
2014-08-15,0.7,25.3,84,300
2014-08-15,0.6,24.9,85,400
2014-08-15,0.2,24.8,86,500
2014-08-15,0.2,24.7,87,600
2014-08-15,0.3,24.6,88,700
2014-08-15,0,24.3,89,800
2014-08-15,0,23.7,90,900
2014-08-15,0,24.4,90,1000
2014-08-15,0.6,26.3,82,1100
2014-08-15,1,28.5,72,1200
2014-08-15,1.4,28.5,70,1300
2014-08-15,2,30.1,62,1400
2014-08-15,1.9,30.5,65,1500
2014-08-15,1.6,31.4,64,1600
2014-08-15,1.6,31.5,53,1700
2014-08-15,1.9,31.6,53,1800
2014-08-15,1.1,31.4,60,1900
2014-08-15,2.1,28.2,67,2000
2014-08-15,1.5,27.2,73,2100
2014-08-15,1.1,26.7,80,2200
2014-08-15,0.1,26.3,80,2300
2014-08-16,0.5,25.7,83,0
2014-08-16,0.6,25.5,84,100
2014-08-16,0,25.3,86,200
2014-08-16,0.2,25.1,83,300
2014-08-16,0.2,24.4,87,400
2014-08-16,0,24.5,87,500
2014-08-16,0.1,24.8,87,600
2014-08-16,0.1,24.6,88,700
2014-08-16,0.2,24.5,88,800
2014-08-16,0,23.8,90,900
2014-08-16,0,24.3,90,1000
2014-08-16,0.1,26.1,85,1100
2014-08-16,1.3,28.5,73,1200
2014-08-16,2.8,27.7,77,1300
2014-08-16,1.8,30,66,1400
2014-08-16,3,30.6,63,1500
2014-08-16,2.5,31,59,1600
2014-08-16,2.3,31.5,57,1700
2014-08-16,2.6,31.1,58,1800
2014-08-16,2.8,31.3,56,1900
2014-08-16,1.7,31.1,57,2000
2014-08-16,0.7,29.9,61,2100
2014-08-16,0,27.7,73,2200
2014-08-16,0.7,28,76,2300
2014-08-17,1.1,27.6,81,0
2014-08-17,0.3,27.1,81,100
2014-08-17,0.2,26.5,82,200
2014-08-17,0.2,26.1,83,300
2014-08-17,0.5,25.7,84,400
2014-08-17,0.4,25.4,85,500
2014-08-17,0.4,25.3,87,600
2014-08-17,0,24.9,88,700
2014-08-17,0.1,24.6,89,800
2014-08-17,0,24.5,90,900
2014-08-17,0.2,24.3,92,1000
2014-08-17,1.1,25.9,88,1100
2014-08-17,0.7,28.9,72,1200
2014-08-17,1.3,30,65,1300
2014-08-17,1.4,31.4,60,1400
2014-08-17,2.5,31.1,63,1500
2014-08-17,3.4,31.6,51,1600
2014-08-17,2.8,31.7,50,1700
2014-08-17,2.6,31.6,48,1800
2014-08-17,2.8,31.4,50,1900
2014-08-17,1.9,30.7,52,2000
2014-08-17,0.9,29.2,61,2100
2014-08-17,0.6,27.6,70,2200
2014-08-17,0,26.3,78,2300
2014-08-18,0.2,25.4,83,0
2014-08-18,0.1,24.8,87,100
2014-08-18,0.2,24.4,88,200
2014-08-18,0.5,25.3,84,300
2014-08-18,0.5,25,85,400
2014-08-18,0.3,24.6,87,500
2014-08-18,0.1,24.2,89,600
2014-08-18,0,23.7,91,700
2014-08-18,0,23.5,92,800
2014-08-18,0,23.3,93,900
2014-08-18,0,23.9,92,1000
2014-08-18,0.7,25.9,88,1100
2014-08-18,1.1,28,72,1200
2014-08-18,1.3,29.5,69,1300
2014-08-18,1.2,30.7,59,1400
2014-08-18,2.1,31.2,53,1500
2014-08-18,2.3,32,55,1600
2014-08-18,3.3,31.2,59,1700
2014-08-18,2.5,32,55,1800
2014-08-18,2,31.2,56,1900
2014-08-18,2.2,30.7,54,2000
2014-08-18,1.2,29.5,62,2100
2014-08-18,0.6,28,70,2200
2014-08-18,0.4,27.2,75,2300
2014-08-19,0.1,26.4,79,0
2014-08-19,0.5,26.6,80,100
2014-08-19,0.9,26.1,82,200
2014-08-19,0.5,25.7,84,300
2014-08-19,0.6,25.2,85,400
2014-08-19,0.7,24.9,87,500
2014-08-19,0,24.5,88,600
2014-08-19,0.1,24.5,88,700
2014-08-19,0,23.9,90,800
2014-08-19,0,23.6,90,900
2014-08-19,0,24.3,91,1000
2014-08-19,1.3,25.8,87,1100
2014-08-19,1.2,28.3,72,1200
2014-08-19,0.7,30.5,58,1300
2014-08-19,1,32.3,52,1400
2014-08-19,1.7,32.5,52,1500
2014-08-19,1.5,33.1,48,1600
2014-08-19,2.2,33.9,44,1700
2014-08-19,2.3,32.8,49,1800
2014-08-19,2,32.9,50,1900
2014-08-19,1.9,32.7,51,2000
2014-08-19,1.2,31,55,2100
2014-08-19,1.1,29.2,71,2200
2014-08-19,1.3,28,71,2300
2014-08-20,0.5,27,75,0
2014-08-20,0.8,26.4,78,100
2014-08-20,0.5,26,81,200
2014-08-20,0.4,25.4,84,300
2014-08-20,0.6,25.2,85,400
2014-08-20,0.6,25.1,86,500
2014-08-20,0.4,24.8,87,600
2014-08-20,0.1,24.8,88,700
2014-08-20,0,24.2,90,800
2014-08-20,0,24.1,91,900
2014-08-20,0.1,24.7,90,1000
2014-08-20,0.8,26.2,86,1100
2014-08-20,1.5,28.2,75,1200
2014-08-20,1.4,29.5,67,1300
2014-08-20,1.7,29.4,65,1400
2014-08-20,2,29.9,67,1500
2014-08-20,2,31.6,60,1600
2014-08-20,2,31.9,60,1700
2014-08-20,2.1,32.1,51,1800
2014-08-20,2.1,32,54,1900
2014-08-20,1.3,31.5,54,2000
2014-08-20,0.5,30,62,2100
2014-08-20,0.7,29.1,73,2200
2014-08-20,0.6,28.1,70,2300
2014-08-21,0.6,27.4,73,0
2014-08-21,0.5,26.5,77,100
2014-08-21,0.5,25.9,80,200
2014-08-21,0.7,25.7,81,300
2014-08-21,1,25.4,81,400
2014-08-21,1.2,24.8,84,500
2014-08-21,0,24.5,85,600
2014-08-21,0.3,24.5,84,700
2014-08-21,0.3,23.8,87,800
2014-08-21,0,23.5,88,900
2014-08-21,0.5,24.6,86,1000
2014-08-21,1.1,26.4,78,1100
2014-08-21,1,29.1,68,1200
2014-08-21,1.8,30,62,1300
2014-08-21,1.6,30.3,62,1400
2014-08-21,1.8,31.9,56,1500
2014-08-21,1.3,32.1,54,1600
2014-08-21,0.5,31,65,1700
2014-08-21,1.2,32,56,1800
2014-08-21,2,30.5,68,1900
2014-08-21,0.8,30.9,58,2000
2014-08-21,0.6,28.8,66,2100
2014-08-21,1.7,28.8,66,2200
2014-08-21,0.8,27.3,73,2300
2014-08-22,0.6,26.7,73,0
2014-08-22,0.7,26,76,100
2014-08-22,1.2,25.6,78,200
2014-08-22,0.5,25.1,80,300
2014-08-22,0.2,24.7,83,400
2014-08-22,0.2,24.1,85,500
2014-08-22,0,23.4,88,600
2014-08-22,0,23,90,700
2014-08-22,0,22.5,91,800
2014-08-22,0,22.3,92,900
2014-08-22,0,23.2,92,1000
2014-08-22,0.8,25.8,84,1100
2014-08-22,1,28.8,67,1200
2014-08-22,1.1,30.1,60,1300
2014-08-22,1.7,30.9,56,1400
2014-08-22,2.4,31.5,53,1500
2014-08-22,2.4,32.1,49,1600
2014-08-22,2.1,31.6,48,1700
2014-08-22,1.2,32.2,45,1800
2014-08-22,1.3,30.1,65,1900
2014-08-22,2.3,30.2,67,2000
2014-08-22,2.1,28.4,72,2100
2014-08-22,0.7,26.9,70,2200
2014-08-22,0.8,26.3,75,2300
2014-08-23,0.3,25.8,78,0
2014-08-23,0.3,25.7,78,100
2014-08-23,0.2,25.1,80,200
2014-08-23,0.3,25.2,81,300
2014-08-23,0.5,24.9,82,400
2014-08-23,0.4,24.6,83,500
2014-08-23,0.3,24,87,600
2014-08-23,0,23.7,88,700
2014-08-23,0,23.7,89,800
2014-08-23,0,23.4,89,900
2014-08-23,0,24.2,90,1000
2014-08-23,1,26.6,78,1100
2014-08-23,1.4,28.9,67,1200
2014-08-23,0.6,30.8,62,1300
2014-08-23,1.2,31.2,59,1400
2014-08-23,1.4,32,59,1500
2014-08-23,1.5,31.6,57,1600
2014-08-23,1.3,31,64,1700
2014-08-23,0.9,29.2,71,1800
2014-08-23,1.4,28.4,71,1900
2014-08-23,1.6,28.9,73,2000
2014-08-23,0.4,27,81,2100
2014-08-23,0.1,26.3,76,2200
2014-08-23,0.5,26.9,77,2300
2014-08-24,0.9,26.3,81,0
2014-08-24,0.4,26,82,100
2014-08-24,0.5,25.7,83,200
2014-08-24,0.4,25.3,84,300
2014-08-24,0.7,24.9,86,400
2014-08-24,0.1,24.5,87,500
2014-08-24,0,24.3,88,600
2014-08-24,0.1,24.2,88,700
2014-08-24,0,24,89,800
2014-08-24,0.1,24.1,89,900
2014-08-24,0.3,24.6,89,1000
2014-08-24,0.6,26.8,80,1100
2014-08-24,0.8,28.2,73,1200
2014-08-24,1.1,30,64,1300
2014-08-24,1,30.3,64,1400
2014-08-24,1.3,31.8,55,1500
2014-08-24,1.5,31.4,58,1600
2014-08-24,1.7,30.5,65,1700
2014-08-24,1.4,28.9,75,1800
2014-08-24,2,28.9,72,1900
2014-08-24,0.6,25.3,86,2000
2014-08-24,0.6,24.5,87,2100
2014-08-24,0,24.1,88,2200
2014-08-24,0.6,24.1,88,2300
2014-08-25,0,23.8,90,0
2014-08-25,0,23.6,91,100
2014-08-25,0.1,23.5,90,200
2014-08-25,0,23.6,91,300
2014-08-25,0,23.5,92,400
2014-08-25,0,23.4,93,500
2014-08-25,0,23.1,93,600
2014-08-25,0,23.3,93,700
2014-08-25,0,23.6,93,800
2014-08-25,0,23.6,92,900
2014-08-25,0,24.2,92,1000
2014-08-25,0.9,26.4,86,1100
2014-08-25,1.3,28.6,74,1200
2014-08-25,1.3,30.5,66,1300
2014-08-25,1,31.4,59,1400
2014-08-25,2.2,31.9,58,1500
2014-08-25,1.1,33.8,52,1600
2014-08-25,1.6,31.9,54,1700
2014-08-25,1.6,29,66,1800
2014-08-25,1.5,31.7,59,1900
2014-08-25,1.8,27.5,72,2000
2014-08-25,1.5,26.1,83,2100
2014-08-25,2,25.4,84,2200
2014-08-25,0.1,24.4,87,2300
2014-08-26,0,24.6,88,0
2014-08-26,0,24.3,89,100
2014-08-26,0,24.3,91,200
2014-08-26,0.1,24.6,87,300
2014-08-26,0,24.1,87,400
2014-08-26,0,23.6,89,500
2014-08-26,0,23.4,90,600
2014-08-26,0,23,91,700
2014-08-26,0,23.2,91,800
2014-08-26,0,23.3,91,900
2014-08-26,0,23.9,90,1000
2014-08-26,1,26.3,81,1100
2014-08-26,2.8,28.1,72,1200
2014-08-26,2.2,29.5,67,1300
2014-08-26,2.4,30.3,64,1400
2014-08-26,1.5,32.4,57,1500
2014-08-26,1.9,32,54,1600
2014-08-26,2.3,32.5,58,1700
2014-08-26,1.5,31.7,54,1800
2014-08-26,2.1,32.2,52,1900
2014-08-26,1.5,32.2,51,2000
2014-08-26,0.8,30.4,58,2100
2014-08-26,1.2,28.7,68,2200
2014-08-26,0.5,26.8,81,2300
2014-08-27,1,26.4,79,0
2014-08-27,0.8,25.9,80,100
2014-08-27,0.8,25.4,82,200
2014-08-27,0.6,24.9,84,300
2014-08-27,0.1,24.5,86,400
2014-08-27,0,24.2,87,500
2014-08-27,0,24.1,88,600
2014-08-27,0,23.8,89,700
2014-08-27,0,23.7,89,800
2014-08-27,0.1,23.5,89,900
2014-08-27,0.1,24.1,89,1000
2014-08-27,0.5,26.7,76,1100
2014-08-27,1.1,28.7,67,1200
2014-08-27,0.9,30.4,59,1300
2014-08-27,2.2,30.8,52,1400
2014-08-27,1.3,30.8,55,1500
2014-08-27,0.8,31.9,50,1600
2014-08-27,1.9,32.7,49,1700
2014-08-27,1.6,32.5,48,1800
2014-08-27,2,32.2,47,1900
2014-08-27,1,32,49,2000
2014-08-27,0.1,30.1,54,2100
2014-08-27,0.5,29.3,60,2200
2014-08-27,1,27.9,67,2300
2014-08-28,0.7,26.7,74,0
2014-08-28,0.7,26.1,77,100
2014-08-28,0.6,25.6,80,200
2014-08-28,0.4,25,82,300
2014-08-28,0.5,24.6,84,400
2014-08-28,0.6,24.1,87,500
2014-08-28,0.1,23.7,89,600
2014-08-28,0,23.2,90,700
2014-08-28,0,22.8,91,800
2014-08-28,0,22.6,92,900
2014-08-28,0,23.3,92,1000
2014-08-28,0.5,26,85,1100
2014-08-28,1.2,28.5,67,1200
2014-08-28,1,29.9,61,1300
2014-08-28,1.2,31.4,55,1400
2014-08-28,1,31.8,52,1500
2014-08-28,1.2,32.7,48,1600
2014-08-28,0.9,32.8,48,1700
2014-08-28,1.9,30.7,62,1800
2014-08-28,1.5,29.6,67,1900
2014-08-28,2,29.2,67,2000
2014-08-28,2.5,28.5,71,2100
2014-08-28,2.3,28,73,2200
2014-08-28,1.3,27.5,75,2300
2014-08-29,0.7,27.2,75,0
2014-08-29,0.6,26.7,77,100
2014-08-29,0.3,26,80,200
2014-08-29,0.3,25.7,82,300
2014-08-29,0.2,25.4,84,400
2014-08-29,0.3,25.3,84,500
2014-08-29,0.1,24.7,87,600
2014-08-29,0,24.1,89,700
2014-08-29,0.3,24.6,89,800
2014-08-29,0,24.6,89,900
2014-08-29,0,25.1,88,1000
2014-08-29,0.8,27.1,79,1100
2014-08-29,1.2,28.8,69,1200
2014-08-29,1,31.4,59,1300
2014-08-29,1.1,31.7,54,1400
2014-08-29,1,31.7,55,1500
2014-08-29,0.8,31.1,55,1600
2014-08-29,2.6,30.3,66,1700
2014-08-29,2.8,30.2,65,1800
2014-08-29,1.6,26.8,80,1900
2014-08-29,2.3,29.3,73,2000
2014-08-29,1.9,27.8,78,2100
